Timestamp,Variable,Raw_Value,Norm_Value_min-max
2023-05-31,emp_difficulty_找工作难,1651,0.0
2023-06-30,emp_difficulty_找工作难,2896,78.79746835443038
2023-07-31,emp_difficulty_找工作难,2621,61.39240506329114
2023-08-31,emp_difficulty_找工作难,2021,23.417721518987342
2023-09-30,emp_difficulty_找工作难,2176,33.22784810126582
2023-10-31,emp_difficulty_找工作难,1692,2.5949367088607596
2023-11-30,emp_difficulty_找工作难,2073,26.708860759493668
2023-12-31,emp_difficulty_找工作难,2150,31.58227848101266
2024-01-31,emp_difficulty_找工作难,2064,26.139240506329113
2024-02-29,emp_difficulty_找工作难,2215,35.69620253164557
2024-03-31,emp_difficulty_找工作难,3113,92.53164556962025
2024-04-30,emp_difficulty_找工作难,2247,37.721518987341774
2024-05-31,emp_difficulty_找工作难,2413,48.22784810126583
2024-06-30,emp_difficulty_找工作难,2865,76.83544303797468
2024-07-31,emp_difficulty_找工作难,3231,100.0
2024-08-31,emp_difficulty_找工作难,2265,38.86075949367089
2024-09-30,emp_difficulty_找工作难,2150,31.58227848101266
2024-10-31,emp_difficulty_找工作难,2072,26.645569620253163
2024-11-30,emp_difficulty_找工作难,2182,33.607594936708864
2024-12-31,emp_difficulty_找工作难,2243,37.46835443037975
2023-01-31,emp_difficulty_应届生就业,2132,0.0
2023-02-28,emp_difficulty_应届生就业,2647,28.40595697738555
2023-03-31,emp_difficulty_应届生就业,3680,85.38334252619967
2023-04-30,emp_difficulty_应届生就业,2614,26.585769442912298
2023-05-31,emp_difficulty_应届生就业,2506,20.628792057363484
2023-06-30,emp_difficulty_应届生就业,3938,99.61389961389962
2023-07-31,emp_difficulty_应届生就业,3883,96.58025372311087
2023-08-31,emp_difficulty_应届生就业,2935,44.29123000551572
2023-09-30,emp_difficulty_应届生就业,2583,24.87589630446773
2023-10-31,emp_difficulty_应届生就业,3053,50.79977937120794
2023-11-30,emp_difficulty_应届生就业,2528,21.842250413678986
2023-12-31,emp_difficulty_应届生就业,2890,41.80915609487038
2024-01-31,emp_difficulty_应届生就业,2547,22.890237175951462
2024-02-29,emp_difficulty_应届生就业,3056,50.965250965250966
2024-03-31,emp_difficulty_应届生就业,3674,85.05239933811363
2024-04-30,emp_difficulty_应届生就业,3186,58.135686707115276
2024-05-31,emp_difficulty_应届生就业,2480,19.194704908990623
2024-06-30,emp_difficulty_应届生就业,3647,83.56315499172642
2024-07-31,emp_difficulty_应届生就业,3945,100.0
2024-08-31,emp_difficulty_应届生就业,3026,49.31053502482074
2024-09-30,emp_difficulty_应届生就业,3371,68.33976833976834
2024-10-31,emp_difficulty_应届生就业,3078,52.178709321566465
2024-11-30,emp_difficulty_应届生就业,3225,60.28681742967458
2024-12-31,emp_difficulty_应届生就业,2819,37.89299503585218
2023-01-31,emp_difficulty_应届生找工作,1737,40.19264448336252
2023-02-28,emp_difficulty_应届生找工作,1332,4.728546409807356
2023-03-31,emp_difficulty_应届生找工作,2117,73.4676007005254
2023-04-30,emp_difficulty_应届生找工作,1438,14.010507880910684
2023-05-31,emp_difficulty_应届生找工作,1278,0.0
2023-06-30,emp_difficulty_应届生找工作,2332,92.29422066549913
2023-07-31,emp_difficulty_应届生找工作,2270,86.86514886164623
2023-08-31,emp_difficulty_应届生找工作,1613,29.334500875656744
2023-09-30,emp_difficulty_应届生找工作,1620,29.947460595446586
2023-10-31,emp_difficulty_应届生找工作,1853,50.350262697022764
2023-11-30,emp_difficulty_应届生找工作,1508,20.140105078809107
2023-12-31,emp_difficulty_应届生找工作,1695,36.51488616462347
2024-01-31,emp_difficulty_应届生找工作,1562,24.86865148861646
2024-02-29,emp_difficulty_应届生找工作,1458,15.761821366024517
2024-03-31,emp_difficulty_应届生找工作,2420,100.0
2024-04-30,emp_difficulty_应届生找工作,1843,49.47460595446585
2024-05-31,emp_difficulty_应届生找工作,1656,33.09982486865149
2024-06-30,emp_difficulty_应届生找工作,2229,83.27495621716288
2024-07-31,emp_difficulty_应届生找工作,2224,82.83712784588442
2024-08-31,emp_difficulty_应届生找工作,1759,42.11908931698774
2024-09-30,emp_difficulty_应届生找工作,1713,38.091068301225924
2024-10-31,emp_difficulty_应届生找工作,1771,43.16987740805604
2024-11-30,emp_difficulty_应届生找工作,1861,51.0507880910683
2024-12-31,emp_difficulty_应届生找工作,2037,66.46234676007006
2023-01-31,emp_difficulty_就业形势,1717,25.918225918225918
2023-02-28,emp_difficulty_就业形势,1736,27.234927234927238
2023-03-31,emp_difficulty_就业形势,2786,100.0
2023-04-30,emp_difficulty_就业形势,1653,21.483021483021485
2023-05-31,emp_difficulty_就业形势,1343,0.0
2023-06-30,emp_difficulty_就业形势,2342,69.23076923076923
2023-07-31,emp_difficulty_就业形势,2369,71.10187110187111
2023-08-31,emp_difficulty_就业形势,1862,35.96673596673597
2023-09-30,emp_difficulty_就业形势,1965,43.1046431046431
2023-10-31,emp_difficulty_就业形势,1856,35.550935550935556
2023-11-30,emp_difficulty_就业形势,1492,10.325710325710325
2023-12-31,emp_difficulty_就业形势,1782,30.42273042273042
2024-01-31,emp_difficulty_就业形势,1822,33.194733194733196
2024-02-29,emp_difficulty_就业形势,1649,21.205821205821206
2024-03-31,emp_difficulty_就业形势,2704,94.31739431739432
2024-04-30,emp_difficulty_就业形势,1839,34.37283437283437
2024-05-31,emp_difficulty_就业形势,1769,29.521829521829524
2024-06-30,emp_difficulty_就业形势,2599,87.04088704088704
2024-07-31,emp_difficulty_就业形势,2467,77.89327789327788
2024-08-31,emp_difficulty_就业形势,1980,44.14414414414414
2024-09-30,emp_difficulty_就业形势,2114,53.43035343035343
2024-10-31,emp_difficulty_就业形势,1962,42.89674289674289
2024-11-30,emp_difficulty_就业形势,1831,33.81843381843382
2024-12-31,emp_difficulty_就业形势,1801,31.73943173943174
2023-01-31,emp_difficulty_就业前景,3525,0.0
2023-02-28,emp_difficulty_就业前景,4032,19.905771495877502
2023-03-31,emp_difficulty_就业前景,5941,94.85669414998037
2023-04-30,emp_difficulty_就业前景,3824,11.739301138594426
2023-05-31,emp_difficulty_就业前景,3843,12.48527679623086
2023-06-30,emp_difficulty_就业前景,4841,51.66862976050255
2023-07-31,emp_difficulty_就业前景,5605,81.66470357283077
2023-08-31,emp_difficulty_就业前景,3931,15.940321947389085
2023-09-30,emp_difficulty_就业前景,4008,18.963486454652532
2023-10-31,emp_difficulty_就业前景,4051,20.651747153513938
2023-11-30,emp_difficulty_就业前景,4132,23.831959167648215
2023-12-31,emp_difficulty_就业前景,4180,25.71652925009815
2024-01-31,emp_difficulty_就业前景,4018,19.356105221829605
2024-02-29,emp_difficulty_就业前景,4310,30.82057322340008
2024-03-31,emp_difficulty_就业前景,6072,100.0
2024-04-30,emp_difficulty_就业前景,4274,29.407145661562623
2024-05-31,emp_difficulty_就业前景,5103,61.955241460541814
2024-06-30,emp_difficulty_就业前景,5870,92.06910090302316
2024-07-31,emp_difficulty_就业前景,6051,99.17550058892816
2024-08-31,emp_difficulty_就业前景,3946,16.52925009815469
2024-09-30,emp_difficulty_就业前景,4117,23.243031016882608
2024-10-31,emp_difficulty_就业前景,5165,64.38947781703965
2024-11-30,emp_difficulty_就业前景,4949,55.908912446014924
2024-12-31,emp_difficulty_就业前景,5484,76.91401648998823
2023-01-31,emp_difficulty_行业前景,4860,33.684510250569474
2023-02-28,emp_difficulty_行业前景,3979,8.599088838268793
2023-03-31,emp_difficulty_行业前景,6206,72.01025056947609
2023-04-30,emp_difficulty_行业前景,3946,7.659453302961277
2023-05-31,emp_difficulty_行业前景,4337,18.79271070615034
2023-06-30,emp_difficulty_行业前景,5502,51.96469248291572
2023-07-31,emp_difficulty_行业前景,6252,73.32004555808655
2023-08-31,emp_difficulty_行业前景,4221,15.489749430523919
2023-09-30,emp_difficulty_行业前景,4327,18.507972665148063
2023-10-31,emp_difficulty_行业前景,5027,38.43963553530752
2023-11-30,emp_difficulty_行业前景,3677,0.0
2023-12-31,emp_difficulty_行业前景,4333,18.678815489749432
2024-01-31,emp_difficulty_行业前景,4374,19.84624145785877
2024-02-29,emp_difficulty_行业前景,4980,37.10136674259681
2024-03-31,emp_difficulty_行业前景,7082,96.95330296127563
2024-04-30,emp_difficulty_行业前景,4785,31.548974943052393
2024-05-31,emp_difficulty_行业前景,4714,29.52733485193622
2024-06-30,emp_difficulty_行业前景,7189,100.0
2024-07-31,emp_difficulty_行业前景,6923,92.42596810933941
2024-08-31,emp_difficulty_行业前景,5038,38.752847380410024
2024-09-30,emp_difficulty_行业前景,5569,53.87243735763098
2024-10-31,emp_difficulty_行业前景,5161,42.25512528473804
2024-11-30,emp_difficulty_行业前景,4892,34.59567198177677
2024-12-31,emp_difficulty_行业前景,5739,58.712984054669704
2023-01-31,emp_difficulty_薪资水平,1389,0.0
2023-02-28,emp_difficulty_薪资水平,1729,33.730158730158735
2023-03-31,emp_difficulty_薪资水平,2076,68.15476190476191
2023-04-30,emp_difficulty_薪资水平,1673,28.174603174603174
2023-05-31,emp_difficulty_薪资水平,1505,11.507936507936508
2023-06-30,emp_difficulty_薪资水平,2007,61.30952380952381
2023-07-31,emp_difficulty_薪资水平,2019,62.5
2023-08-31,emp_difficulty_薪资水平,1769,37.698412698412696
2023-09-30,emp_difficulty_薪资水平,1551,16.071428571428573
2023-10-31,emp_difficulty_薪资水平,1645,25.396825396825395
2023-11-30,emp_difficulty_薪资水平,1562,17.16269841269841
2023-12-31,emp_difficulty_薪资水平,1628,23.71031746031746
2024-01-31,emp_difficulty_薪资水平,1617,22.61904761904762
2024-02-29,emp_difficulty_薪资水平,1719,32.73809523809524
2024-03-31,emp_difficulty_薪资水平,2397,100.0
2024-04-30,emp_difficulty_薪资水平,1786,39.38492063492063
2024-05-31,emp_difficulty_薪资水平,1959,56.547619047619044
2024-06-30,emp_difficulty_薪资水平,1930,53.67063492063492
2024-07-31,emp_difficulty_薪资水平,2070,67.55952380952381
2024-08-31,emp_difficulty_薪资水平,1698,30.654761904761905
2024-09-30,emp_difficulty_薪资水平,1640,24.900793650793652
2024-10-31,emp_difficulty_薪资水平,1804,41.17063492063492
2024-11-30,emp_difficulty_薪资水平,1682,29.06746031746032
2024-12-31,emp_difficulty_薪资水平,1821,42.857142857142854
2023-01-31,emp_difficulty_薪资查询,4796,32.09428830462375
2023-02-28,emp_difficulty_薪资查询,3944,6.346328195829557
2023-03-31,emp_difficulty_薪资查询,6488,83.22756119673618
2023-04-30,emp_difficulty_薪资查询,3734,0.0
2023-05-31,emp_difficulty_薪资查询,4506,23.3303112722877
2023-06-30,emp_difficulty_薪资查询,7043,100.0
2023-07-31,emp_difficulty_薪资查询,5516,53.853127833182235
2023-08-31,emp_difficulty_薪资查询,4775,31.4596554850408
2023-09-30,emp_difficulty_薪资查询,4429,21.003324267150198
2023-10-31,emp_difficulty_薪资查询,5379,49.71290420066485
2023-11-30,emp_difficulty_薪资查询,3916,5.500151103052282
2023-12-31,emp_difficulty_薪资查询,4159,12.843759443940767
2024-01-31,emp_difficulty_薪资查询,5821,63.07041402236325
2024-02-29,emp_difficulty_薪资查询,4635,27.228770021154425
2024-03-31,emp_difficulty_薪资查询,6546,84.98035660320339
2024-04-30,emp_difficulty_薪资查询,4729,30.06950740404956
2024-05-31,emp_difficulty_薪资查询,5207,44.51495920217589
2024-06-30,emp_difficulty_薪资查询,6548,85.04079782411604
2024-07-31,emp_difficulty_薪资查询,6652,88.1837413115745
2024-08-31,emp_difficulty_薪资查询,4643,27.470534904805078
2024-09-30,emp_difficulty_薪资查询,5178,43.63856149894228
2024-10-31,emp_difficulty_薪资查询,5335,48.38319734058628
2024-11-30,emp_difficulty_薪资查询,5663,58.29555757026292
2024-12-31,emp_difficulty_薪资查询,5458,52.10033242671502
2023-01-31,emp_difficulty_大学生就业,2603,21.084704448507008
2023-02-28,emp_difficulty_大学生就业,2690,26.386349786715417
2023-03-31,emp_difficulty_大学生就业,3403,69.83546617915904
2023-04-30,emp_difficulty_大学生就业,2844,35.770871419865934
