Timestamp,Variable,Raw_Value,Norm_Value_z-score
2024-12-31,emp_difficulty_应届生就业,2819,-0.4633339386126327
2023-01-31,emp_difficulty_应届生找工作,1737,-0.2107930148437605
2023-02-28,emp_difficulty_应届生找工作,1332,-1.4616526633671745
2023-03-31,emp_difficulty_应届生找工作,2117,0.9628530751288255
2023-04-30,emp_difficulty_应届生找工作,1438,-1.1342671751116638
2023-05-31,emp_difficulty_应届生找工作,1278,-1.628433949836963
2023-06-30,emp_difficulty_应届生找工作,2332,1.6268896786659464
2023-07-31,emp_difficulty_应届生找工作,2270,1.435400053459893
2023-08-31,emp_difficulty_应届生找工作,1613,-0.5937722652558675
2023-09-30,emp_difficulty_应届生找工作,1620,-0.5721524688616356
2023-10-31,emp_difficulty_应届生找工作,1853,0.1474778968320815
2023-11-30,emp_difficulty_应届生找工作,1508,-0.9180692111693451
2023-12-31,emp_difficulty_应届生找工作,1695,-0.3405117932091516
2024-01-31,emp_difficulty_应届生找工作,1562,-0.7512879246995566
2024-02-29,emp_difficulty_应届生找工作,1458,-1.0724963282710012
2024-03-31,emp_difficulty_应届生找工作,2420,1.898681404764861
2024-04-30,emp_difficulty_应届生找工作,1843,0.11659247341175032
2024-05-31,emp_difficulty_应届生找工作,1656,-0.4609649445484433
2024-06-30,emp_difficulty_应届生找工作,2229,1.308769817436535
2024-07-31,emp_difficulty_应届生找工作,2224,1.2933271057263693
2024-08-31,emp_difficulty_应届生找工作,1759,-0.14284508331903184
2024-09-30,emp_difficulty_应届生找工作,1713,-0.2849180310525554
2024-10-31,emp_difficulty_应届生找工作,1771,-0.1057825752146344
2024-11-30,emp_difficulty_应届生找工作,1861,0.1721862355683465
2024-12-31,emp_difficulty_应届生找工作,2037,0.7157696877661758
2023-01-31,emp_difficulty_就业形势,1717,-0.685944223844304
2023-02-28,emp_difficulty_就业形势,1736,-0.6357531830752086
2023-03-31,emp_difficulty_就业形势,2786,2.1379622278484844
2023-04-30,emp_difficulty_就业形势,1653,-0.8550087822244148
2023-05-31,emp_difficulty_就业形势,1343,-1.6739152368780765
2023-06-30,emp_difficulty_就业形势,2342,0.9650768540864657
2023-07-31,emp_difficulty_就业形势,2369,1.036400964653075
2023-08-31,emp_difficulty_就业形势,1862,-0.3029073337643654
2023-09-30,emp_difficulty_就业形势,1965,-0.03081906012137457
2023-10-31,emp_difficulty_就业形势,1856,-0.3187571361125008
2023-11-30,emp_difficulty_就业形势,1492,-1.280311811899381
2023-12-31,emp_difficulty_就业形势,1782,-0.514238031739504
2024-01-31,emp_difficulty_就业形势,1822,-0.4085726827519347
2024-02-29,emp_difficulty_就业形势,1649,-0.8655753171231717
2024-03-31,emp_difficulty_就业形势,2704,1.9213482624239675
2024-04-30,emp_difficulty_就业形势,1839,-0.36366490943221774
2024-05-31,emp_difficulty_就业形势,1769,-0.5485792701604639
2024-06-30,emp_difficulty_就业形势,2599,1.6439767213315983
